emp_title,emp_length,state,homeownership,annual_income,verified_income,delinq_2y,months_since_last_delinq,num_historical_failed_to_pay,total_debit_limit,account_never_delinq_percent,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,installment,loan_status,balance,paid_total,paid_principal,paid_interest,paid_late_fees
ics- data- manager ,10,NY,OWN,167000,Source Verified,0,NA,0,9300,100,0,credit_card,individual,35000,60,21.45,955.75,Current,33643.67,3781.29,1356.33,2424.96,0
physician assistant ,2,NY,MORTGAGE,120000,Verified,0,NA,0,22500,100,0,debt_consolidation,joint,40000,60,9.43,838.71,Current,38947.12,1645.99,1052.88,593.11,0
machinist,9,PA,OWN,78000,Source Verified,0,NA,0,27300,100,0,home_improvement,joint,4800,36,10.91,156.95,Current,4456.97,467.94,343.03,124.91,0
electrical spare coordinator ,0,FL,MORTGAGE,57000,Verified,0,57,0,46600,100,0,other,individual,10000,36,12.61,335.07,Current,9302.76,991.2,697.24,293.96,0
research assistant,3,CA,RENT,35000,Source Verified,0,NA,0,13000,100,0,car,joint,12000,36,9.43,384.01,Current,11124.02,1139.46,875.98,263.48,0
principal ,2,TX,MORTGAGE,87500,Not Verified,0,67,0,7900,94.7,0,home_improvement,individual,16000,36,9.92,515.68,Current,14840.22,1564.68,1159.78,404.9,0
tech,2,GA,MORTGAGE,52000,Source Verified,0,67,0,9300,97.1,0,credit_card,joint,30000,36,10.9,980.75,Current,27855.89,2905.92,2144.11,761.81,0
office manager,10,NJ,OWN,75000,Source Verified,0,NA,0,9000,100,0,credit_card,individual,6000,36,11.98,199.23,Current,5577.81,601.41,422.19,179.22,0
,NA,NJ,OWN,75000,Not Verified,1,7,0,10200,94.1,0,other,joint,12800,36,17.09,456.93,Current,11387.14,2272.5,1412.86,859.64,0
package handler,10,KY,RENT,30000,Verified,0,25,0,8000,95.2,0,debt_consolidation,joint,16000,36,25.82,643.12,Current,14765.45,2515.1,1234.55,1280.55,0
,NA,TX,RENT,13000,Source Verified,0,NA,0,500,100,0,debt_consolidation,individual,5000,36,16.01,175.81,Current,4668.31,518.54,331.69,186.85,0
supervisor ,10,MD,OWN,55000,Verified,0,NA,0,21700,100,0,credit_card,individual,15000,60,19.42,392.59,Current,14543.17,1161.59,456.83,704.76,0
,NA,CO,RENT,23898,Verified,0,NA,0,22600,100,0,debt_consolidation,joint,34800,36,13.59,1182.47,Current,31592.59,4677.33,3207.41,1469.92,0
field inspector,5,VA,MORTGAGE,84000,Source Verified,0,NA,1,28700,100,1,home_improvement,individual,4500,36,9.44,144.03,Current,3948.24,714.25,551.76,162.49,0
,NA,WA,OWN,34047,Source Verified,0,34,0,2000,80,0,house,joint,40000,36,9.92,1289.19,Current,37100.59,3845.53,2899.41,946.12,0
assistant manager,10,MA,MORTGAGE,63000,Not Verified,0,NA,0,6700,100,0,debt_consolidation,individual,6025,36,10.9,196.97,Current,5739.22,390.29,285.78,104.51,0
lead maintenance tech,2,MI,MORTGAGE,63000,Verified,0,76,0,12500,91.7,0,house,individual,24000,60,9.44,503.35,Current,22402.48,2491.58,1597.52,894.06,0
,NA,MD,MORTGAGE,47710.44,Not Verified,0,NA,1,14600,100,1,debt_consolidation,individual,14000,60,13.58,322.72,Current,13669.57,634.88,330.43,304.45,0
maintenance tech,10,IN,MORTGAGE,90000,Source Verified,0,46,0,4500,78.3,0,credit_card,individual,12000,60,13.59,276.68,Current,11427.24,1138.43,572.76,565.67,0
business analyst/salesforce admin,10,MA,RENT,70000,Verified,0,NA,0,41100,100,0,debt_consolidation,individual,36000,60,9.43,754.84,Current,34573.02,2198.51,1426.98,771.53,0
,NA,TX,MORTGAGE,54000,Not Verified,0,63,0,31400,95.8,0,home_improvement,individual,16000,60,10.9,347.09,Current,15389.22,1031.58,610.78,420.8,0
supervisor,10,TX,OWN,66000,Not Verified,0,24,0,12200,87,0,debt_consolidation,individual,15000,60,20,397.41,Current,14395.45,1531.31,604.55,926.76,0
deli/bakery manager,10,NC,OWN,33110,Source Verified,0,37,0,6000,92.9,0,debt_consolidation,joint,10000,60,13.59,230.57,Current,9522.69,914.73,477.31,437.42,0
designer,1,MA,RENT,62000,Source Verified,1,16,0,8200,87,0,debt_consolidation,individual,7500,36,15.05,260.18,Current,6648.32,1288.36,851.68,436.68,0
,NA,NY,OWN,9840,Source Verified,0,35,0,3100,45,0,debt_consolidation,joint,6000,36,6.08,182.75,Current,5385.95,726.95,614.05,112.9,0
sales,7,NV,RENT,60000,Verified,1,20,0,23400,89.3,0,other,individual,25600,60,15.05,609.7,Current,24120.18,2994.99,1479.82,1515.17,0
government operations consultant,3,FL,MORTGAGE,39000,Verified,0,NA,0,9800,100,0,home_improvement,individual,25025,60,16.01,608.7,Current,24189.48,1803.84,835.52,968.32,0
web/graphic designer,10,WA,MORTGAGE,76000,Verified,0,NA,0,22200,100,0,debt_consolidation,joint,30000,60,10.9,650.78,Current,28854.82,1916.01,1145.18,770.83,0
paralegal,4,SC,MORTGAGE,45360,Source Verified,0,65,0,14800,90.6,0,debt_consolidation,individual,13000,60,23.88,373.08,Current,12404.87,1753.3,595.13,1158.17,0
admin,7,MN,MORTGAGE,180000,Source Verified,0,NA,0,16500,100,0,debt_consolidation,individual,40000,36,9.43,1280.01,Current,37080.14,3819.07,2919.86,899.21,0
tech,2,CA,MORTGAGE,160000,Source Verified,1,7,0,28500,79.2,0,house,individual,30000,36,5.32,903.45,Current,25558.42,5009.62,4441.58,568.04,0
professor,2,SC,RENT,59000,Not Verified,0,25,0,4500,85,0,credit_card,individual,8500,36,10.91,277.92,Current,7355.83,1499.7,1144.17,355.53,0
order selecter,10,CA,MORTGAGE,65000,Source Verified,1,23,0,8400,78.9,0,other,individual,15000,36,7.96,469.77,Current,11852.05,3402.68,3147.95,254.73,0
ceo,10,CA,RENT,48000,Not Verified,0,NA,1,1100,100,1,other,joint,10000,36,9.44,320.05,Current,9023.01,1274.96,976.99,297.97,0
dental hygienst,10,OK,OWN,72000,Source Verified,0,NA,0,12900,100,0,debt_consolidation,individual,24000,60,15.05,571.59,Current,22897.11,2246.23,1102.89,1143.34,0
vice president,10,MD,MORTGAGE,165000,Not Verified,0,36,0,40000,95.7,0,other,individual,15000,36,15.04,520.28,Current,13990.61,1548.31,1009.39,538.92,0
paramedic ,2,OK,RENT,50000,Not Verified,1,20,0,7700,57.1,0,debt_consolidation,individual,3200,36,10.42,103.89,Current,2812.82,517.6,387.18,130.42,0
instructor,10,PA,RENT,116162,Source Verified,0,NA,0,60500,100,0,major_purchase,individual,7000,36,5.32,210.81,Current,6276.1,841.17,723.9,117.27,0
,NA,TX,OWN,25000,Not Verified,0,69,0,66600,92.3,0,credit_card,individual,10000,60,10.42,214.55,Current,9482.44,852.41,517.56,334.85,0
field service engineer,1,CO,RENT,65000,Not Verified,0,NA,0,36300,100,0,debt_consolidation,individual,10000,36,7.35,310.38,Current,8739,1547.82,1261,286.82,0
sales,10,TX,MORTGAGE,80000,Source Verified,3,5,0,12500,87.5,0,credit_card,joint,15000,36,14.08,513.25,Current,13627.06,1995.4,1372.94,622.46,0
,NA,GA,MORTGAGE,36536,Not Verified,1,23,1,14200,91.7,1,credit_card,individual,10000,36,5.31,301.11,Current,8965.72,1198.54,1034.28,164.26,0
sales,3,WV,MORTGAGE,171000,Not Verified,0,NA,0,28300,100,0,debt_consolidation,individual,26100,60,10.9,566.18,Current,25438.8,1100.75,661.2,439.55,0
rvp,1,CO,RENT,205000,Source Verified,0,NA,2,50500,100,0,debt_consolidation,individual,20000,60,16.02,486.58,Current,19103.93,1928.52,896.07,1032.45,0
vault cashier,2,FL,RENT,39579,Verified,0,NA,1,4100,100,1,credit_card,individual,10000,36,10.42,324.65,Current,9036.27,1292.81,963.73,329.08,0
area manager,10,TX,MORTGAGE,86000,Source Verified,0,NA,0,24600,100,0,debt_consolidation,individual,25000,36,11.99,830.24,Fully Paid,0,25355.98557,25000,355.99,0
technical support specialist,10,FL,MORTGAGE,125000,Source Verified,0,48,0,28700,94.1,0,debt_consolidation,individual,35000,60,20,927.29,Current,33221.93,4597.56,1778.07,2819.49,0
court reporter,10,CA,MORTGAGE,115000,Not Verified,1,23,1,15600,95.2,1,debt_consolidation,individual,14000,36,13.59,475.71,Current,12377.87,2367.98,1622.13,745.85,0
teacher,10,NV,OWN,72000,Source Verified,0,NA,0,13700,100,0,credit_card,individual,30000,36,17.47,1076.62,Late (31-120 days),29360.13,1047.5,639.87,407.63,0
loader,10,PA,MORTGAGE,55000,Verified,0,NA,0,16200,100,0,debt_consolidation,individual,15000,60,19.42,392.59,Current,14697.9,752.81,302.1,450.71,0
drywall taper ,0,CA,RENT,95000,Source Verified,0,78,0,7600,91.7,0,major_purchase,individual,4000,36,6.72,123,Current,3594.21,490.51,405.79,84.72,0
language instructor,7,CA,RENT,54000,Not Verified,0,24,0,15000,85.2,0,vacation,individual,10000,36,14.08,342.17,Fully Paid,0,10005.32133,10000,5.32,0
senior technical analyst,3,OH,OWN,78000,Verified,0,79,1,30300,96.8,1,debt_consolidation,individual,24000,60,12.61,541.3,Current,23123.55,1590.27,876.45,713.82,0
attorney,10,CA,MORTGAGE,230000,Source Verified,0,NA,0,124300,100,0,other,individual,30000,36,5.32,903.45,Current,26113.44,4508.38,3886.56,621.82,0
cleaning business,10,MI,MORTGAGE,20000,Not Verified,0,NA,2,11000,100,0,home_improvement,individual,3600,36,11.99,119.56,Current,3173.61,593,426.39,166.61,0
,NA,NY,RENT,67000,Verified,0,NA,0,66700,100,0,debt_consolidation,individual,16000,36,6.71,491.92,Current,14376.63,1955.75,1623.37,332.38,0
cashier,4,NY,RENT,70000,Not Verified,0,NA,0,19900,100,0,debt_consolidation,individual,10000,36,10.91,326.97,Current,9042.83,1301.82,957.17,344.65,0
senior lean analysts ,10,OH,OWN,69000,Not Verified,0,36,0,2600,69.2,0,other,individual,10000,36,15.05,346.9,Current,9097.26,1370.88,902.74,468.14,0
patient care coordinator ,3,NV,RENT,37000,Source Verified,0,NA,0,40300,100,0,debt_consolidation,individual,14500,36,6.07,441.58,Current,13015.85,1761.43,1484.15,277.28,0
sr instructional designer,2,KS,MORTGAGE,110000,Source Verified,0,74,0,31000,98,0,house,individual,22400,60,11.98,498.05,Current,21568.48,1464.33,831.52,632.81,0
sr director it&s,10,FL,OWN,110000,Not Verified,0,54,0,14100,94.7,0,debt_consolidation,individual,25000,36,9.44,800.13,Current,22557.51,3187.41,2442.49,744.92,0
engineer,10,AL,MORTGAGE,146000,Not Verified,0,54,0,14000,76.9,0,debt_consolidation,individual,10000,36,6.71,307.45,Current,9241.17,914.89,758.83,156.06,0
"senior accountant, cca",2,FL,RENT,70000,Source Verified,1,9,0,25100,92.9,0,debt_consolidation,joint,14000,36,16.01,492.27,Current,13071.26,1464.36,928.74,535.62,0
correctional lieutenant,10,CA,OWN,140000,Not Verified,0,NA,0,69500,100,0,credit_card,individual,32000,60,7.97,648.39,Current,30239.13,2565.22,1760.87,804.35,0
business analyst ,10,CA,OWN,54000,Source Verified,0,NA,0,34674,100,0,debt_consolidation,individual,14300,60,13.58,329.64,Current,13790.85,967.34,509.15,458.19,0
,NA,CA,OWN,124000,Source Verified,0,NA,1,1000,100,1,other,individual,1400,36,24.84,55.55,Current,1318.63,162.79,81.37,81.42,0
customer service manager,7,FL,MORTGAGE,51000,Verified,0,NA,0,24700,100,0,debt_consolidation,joint,38000,36,7.35,1179.43,Current,34178.34,4725.48,3821.66,903.82,0
police detective,10,WI,MORTGAGE,100000,Source Verified,0,46,0,83900,95.8,0,debt_consolidation,individual,40000,36,10.42,1298.59,In Grace Period,36145.13,5171.2,3854.87,1316.33,0
gm,10,MD,MORTGAGE,60000,Verified,0,NA,0,6900,100,0,debt_consolidation,individual,25000,60,20.39,667.79,Current,24258.55,1975.05,741.45,1233.6,0
fabricator,4,AZ,MORTGAGE,42000,Source Verified,0,NA,1,20000,100,1,debt_consolidation,joint,14800,60,10.91,321.13,Current,13850.02,1587.71,949.98,637.73,0
human resources specialist,10,MD,MORTGAGE,106000,Verified,0,73,0,12300,97.4,0,debt_consolidation,individual,12000,60,25.82,358.01,Current,11587.69,1439.92,412.31,1027.61,0
cyber security analyst ii,0,MN,MORTGAGE,77000,Source Verified,0,NA,0,17500,89.5,0,credit_card,joint,16000,60,18.45,410.23,Current,15499.7,1312.69,500.3,812.39,0
manager,7,VA,RENT,115000,Verified,0,73,0,24000,83,0,debt_consolidation,individual,24000,60,11.98,533.63,Current,23109.07,1616.87,890.93,725.94,0
claims,5,FL,RENT,70000,Source Verified,0,NA,1,78700,100,1,credit_card,individual,4500,36,7.97,140.96,Current,4051.26,561.85,448.74,113.11,0
field engineer ,7,VA,OWN,64000,Verified,0,NA,0,2300,100,0,credit_card,individual,6000,36,13.59,203.88,Current,5446.97,819.34,553.03,266.31,0
driver,0,IL,RENT,42000,Source Verified,0,NA,0,19000,100,0,house,individual,20000,36,10.42,649.3,Current,17580.17,3234.92,2419.83,815.09,0
veteran services representative,0,VA,RENT,90000,Not Verified,0,NA,1,0,100,0,major_purchase,individual,10600,36,9.44,339.26,Current,9564.37,1351.48,1035.63,315.85,0
outside sales,5,MI,MORTGAGE,78000,Not Verified,0,NA,0,16800,100,0,debt_consolidation,individual,10000,36,6.08,304.59,Current,8717.45,1519.57,1282.55,237.02,0
realtor,2,NC,OWN,52000,Verified,0,NA,0,5800,100,0,other,individual,7000,36,14.07,239.49,Current,5516.33,1707.53,1483.67,223.86,0
uc,10,NY,RENT,54000,Source Verified,0,50,0,3100,92.6,0,debt_consolidation,individual,3000,36,13.58,101.93,Current,2093.74,1003.53,906.26,97.27,0
foreman,3,VA,RENT,82000,Not Verified,0,NA,0,39000,100,0,credit_card,individual,18000,36,7.97,563.81,Current,16205.18,2247.27,1794.82,452.45,0
rsr driver dc,10,OR,MORTGAGE,40000,Not Verified,1,3,0,11200,90.9,0,debt_consolidation,individual,10000,60,21.85,275.34,Fully Paid,0,10169.94333,10000,169.94,0
registered nurse,10,CA,OWN,150000,Source Verified,0,NA,0,92500,100,0,debt_consolidation,individual,35000,36,29.69,1479.87,Late (31-120 days),34386.09,1422.14,613.91,808.23,0
chief engineer,10,WI,MORTGAGE,130000,Not Verified,0,36,0,63300,98,0,debt_consolidation,individual,25000,36,7.34,775.82,Current,23119.84,2307.07,1880.16,426.91,0
vice president client manager,3,CA,MORTGAGE,89179,Verified,0,NA,0,75100,100,0,debt_consolidation,individual,12000,36,7.97,375.88,Current,10499.3,1868.77,1500.7,368.07,0
director of information technology,8,TX,MORTGAGE,138000,Source Verified,0,NA,0,66600,100,0,home_improvement,joint,30000,60,7.35,599.01,Current,27898.11,2970.55,2101.89,868.66,0
vp finance,2,NY,MORTGAGE,200000,Source Verified,0,NA,0,134900,100,0,debt_consolidation,individual,15000,36,5.32,451.73,Current,13056.7,2254.22,1943.3,310.92,0
director,10,NY,OWN,110000,Source Verified,0,67,0,53300,83.8,0,credit_card,joint,30000,60,17.47,753.18,Current,29036.82,2230.42,963.18,1267.24,0
lead processor ,7,IL,OWN,70000,Source Verified,0,NA,0,54100,100,0,debt_consolidation,individual,10000,36,7.34,310.33,Current,9247.93,926.91,752.07,174.84,0
project manager,4,TX,RENT,95000,Not Verified,0,56,0,21500,90.6,0,debt_consolidation,individual,20000,36,12.61,670.13,Current,18605.56,1996.38,1394.44,601.94,0
rigger,10,NJ,RENT,200000,Source Verified,0,NA,0,112600,100,0,credit_card,individual,28200,60,26.3,849.34,Current,27243.98,3356.16,956.02,2400.14,0
teacher,4,TX,MORTGAGE,120000,Not Verified,0,NA,0,71100,98.2,0,debt_consolidation,joint,25000,60,9.92,530.2,Current,24021.35,1576.82,978.65,598.17,0
housekeeping,10,GA,MORTGAGE,32000,Verified,0,NA,0,2600,100,0,home_improvement,joint,7000,36,7.96,219.23,In Grace Period,6648.04,452.87,351.96,85.91,15
,NA,NJ,OWN,32000,Not Verified,0,NA,0,7500,100,0,medical,joint,18000,60,16.01,437.83,Current,17399.01,1281.47,600.99,680.48,0
journeyman,2,CA,MORTGAGE,70000,Not Verified,1,NA,0,45100,95,0,debt_consolidation,individual,19500,36,16.01,685.66,Current,18643.33,1336.63,856.67,479.96,0
paint repair assembly 2,8,AL,MORTGAGE,64000,Verified,0,NA,1,6500,100,1,debt_consolidation,individual,35000,36,16.01,1230.67,Current,32678.16,3660.88,2321.84,1339.04,0
counselor,10,NJ,MORTGAGE,61000,Source Verified,0,NA,0,5500,100,0,medical,joint,15000,60,12.62,338.39,Current,14077.59,1697.22,922.41,774.81,0
paraprofessional ,7,NY,RENT,33000,Source Verified,0,52,0,8300,91.7,0,debt_consolidation,individual,15000,60,26.3,451.78,Late (31-120 days),14751.24,881.64,248.76,632.88,0
workflow consultant,10,CA,RENT,82000,Not Verified,0,29,0,121800,98,0,other,individual,3000,36,6.72,92.25,Current,2618.5,460.13,381.5,78.63,0
analyst,10,TX,MORTGAGE,82000,Verified,0,NA,0,32900,100,0,debt_consolidation,individual,5000,36,11.99,166.05,Current,4240.83,993.92,759.17,234.75,0
bus driver,3,WY,OWN,25000,Verified,0,65,0,18700,84.2,0,debt_consolidation,individual,21600,60,18.45,553.8,Current,21153.19,1063.32,446.81,616.51,0
sales,1,MA,MORTGAGE,54000,Not Verified,1,18,0,9200,85.7,0,credit_card,individual,3000,36,7.97,93.97,Current,2624.82,467.19,375.18,92.01,0
owner/advertiser ,5,FL,RENT,26000,Source Verified,0,NA,0,18200,100,0,credit_card,individual,10000,60,12.61,225.54,Current,9634.82,662.61,365.18,297.43,0
electrician ,3,PA,MORTGAGE,56000,Source Verified,0,NA,0,8300,100,0,debt_consolidation,individual,20000,36,7.97,626.46,Current,17498.86,3123.44,2501.14,622.3,0
professor,10,TX,MORTGAGE,100000,Source Verified,0,NA,0,36500,100,0,debt_consolidation,individual,20000,36,7.34,620.66,Current,18495.86,1853.82,1504.14,349.68,0
,NA,NM,OWN,58746,Not Verified,1,7,0,6500,93.8,0,debt_consolidation,joint,18000,36,11.99,597.78,Current,15868.17,2976.91,2131.83,845.08,0
executive director ,5,LA,RENT,59000,Source Verified,0,36,0,1000,83.3,0,other,individual,7500,36,13.59,254.85,Current,6630.98,1268.59,869.02,399.57,0
general counsel,10,NH,MORTGAGE,250000,Source Verified,0,31,0,81500,85.3,0,vacation,individual,20000,36,16.01,703.24,Current,18673.24,2074.14,1326.76,747.38,0
officer,5,CO,RENT,58000,Not Verified,4,9,0,10040,69,0,debt_consolidation,individual,6500,36,5.32,195.75,Current,5827.81,781.08,672.19,108.89,0
billing specialist,10,SC,MORTGAGE,133000,Source Verified,0,NA,1,27900,100,1,debt_consolidation,individual,16000,36,5.32,481.84,Current,13927.17,2430.48,2072.83,357.65,0
teacher,2,FL,MORTGAGE,44500,Source Verified,0,NA,0,28500,100,0,debt_consolidation,individual,7000,36,5.31,210.78,Current,6639.59,419.5,360.41,59.09,0
refrigeration mechanic ,1,FL,RENT,36400,Not Verified,0,NA,0,14100,100,0,moving,joint,31275,60,13.59,721.09,Current,22338.45,10581.84,8936.55,1645.29,0
construction plumber,3,NY,OWN,140000,Source Verified,0,NA,0,38000,100,0,credit_card,joint,17800,36,6.07,542.08,Current,15427.2,2648.57,2372.8,275.77,0
operator,10,NV,MORTGAGE,94000,Not Verified,1,15,0,17700,95,0,credit_card,joint,12000,36,5.32,361.38,Current,10759.06,1436.65,1240.94,195.71,0
personal trainer ,2,FL,RENT,23000,Verified,0,NA,0,0,100,0,major_purchase,individual,15000,60,25.82,447.51,Current,14348.77,2216.03,651.23,1564.8,0
driver,6,NY,RENT,68450,Verified,0,NA,0,17400,100,0,major_purchase,individual,32000,36,12.62,1072.36,Current,28242.66,5305.71,3757.34,1548.37,0
support broker,0,NY,RENT,66000,Not Verified,0,28,0,33800,95.2,0,debt_consolidation,individual,25000,60,12.62,563.98,Current,9757.85,15798.34,15242.15,556.19,0
dietery,10,MA,OWN,25000,Verified,0,67,0,18400,96.7,0,credit_card,joint,14000,36,6.08,426.42,Current,12567.21,1700.95,1432.79,268.16,0
operation's manager,10,OH,MORTGAGE,120000,Source Verified,0,NA,0,54800,100,0,credit_card,individual,8500,36,15.05,294.87,Current,7732.65,1172.37,767.35,405.02,0
,NA,TN,RENT,26592,Verified,0,NA,1,2800,100,1,debt_consolidation,individual,13000,60,19.42,340.24,Current,12467.83,1332.91,532.17,800.74,0
assistant manager,3,FL,MORTGAGE,65000,Source Verified,0,NA,3,13200,100,2,debt_consolidation,individual,25000,60,18.06,635.66,Current,23663.32,3128.13,1336.68,1791.45,0
operations manager,10,NY,RENT,58000,Not Verified,0,NA,0,10500,100,0,credit_card,individual,7000,36,9.92,225.61,Current,6492.6,669.11,507.4,161.71,0
manager,5,GA,RENT,235000,Not Verified,0,NA,0,12200,100,0,debt_consolidation,individual,16000,60,12.62,360.95,Current,15016.11,1793.53,983.89,809.64,0
sales manager,4,NY,MORTGAGE,165000,Not Verified,0,45,0,98200,94.7,0,credit_card,individual,3000,36,7.35,93.12,Current,2621.67,463.15,378.33,84.82,0
teacher,8,SC,MORTGAGE,35000,Source Verified,0,NA,0,2500,100,0,credit_card,individual,9600,36,10.9,313.84,Current,3535.08,6227.34,6064.92,162.42,0
landscaper,2,FL,RENT,60000,Source Verified,0,NA,0,41100,100,0,credit_card,individual,12000,36,6.71,368.94,Current,11394.63,728.93,605.37,123.56,0
criminal finanacial obligaions senor,3,AZ,RENT,36000,Source Verified,0,NA,0,5300,100,0,other,joint,20000,36,19.03,733.43,Current,16782.57,4776.19,3217.43,1522.09,36.67
sales,3,OH,MORTGAGE,25000,Verified,0,NA,1,15000,100,1,credit_card,individual,12000,60,11.99,266.88,Current,11403.21,1051.53,596.79,454.74,0
accounting,10,NY,RENT,42000,Source Verified,0,42,0,0,55.6,0,credit_card,joint,14500,36,7.96,454.11,Current,13419.08,1355.92,1080.92,275,0
maintenance tech 6,10,UT,OWN,62000,Verified,3,3,0,9000,92.9,0,home_improvement,individual,5000,36,16.01,175.81,Current,4668.31,522.98,331.69,191.29,0
security supervisor,4,MA,RENT,43492.8,Source Verified,0,NA,0,7800,100,0,debt_consolidation,individual,6025,36,7.34,186.98,Fully Paid,0,6074.847018,6025,49.85,0
manager of global sales,4,IL,RENT,70000,Verified,0,29,0,16700,88.5,0,other,individual,24000,36,10.41,779.05,Current,22853.35,1530.34,1146.65,383.69,0
parts mgr,10,MS,MORTGAGE,80000,Not Verified,0,29,0,48600,97.9,0,credit_card,individual,25000,60,21.85,688.35,Current,24041.65,2465.11,958.35,1506.76,0
